"id","destination","passanger","weather","temperature","time","coupon","expiration","gender","age","maritalStatus","has_children","education","occupation","income","car","Bar","CoffeeHouse","CarryAway","RestaurantLessThan20","Restaurant20To50","toCoupon_GEQ5min","toCoupon_GEQ15min","toCoupon_GEQ25min","direction_same","direction_opp","Y","Age_Group","Time_of_Day","Coupon_Status"
"E77116","No Urgent Place","Friend(s)","Sunny",80,"10AM","Coffee House","2h","Female","41","Single",1,"Associates degree","Sales & Related","$25000 - $37499","","less1","less1","4~8","4~8","1~3",1,1,0,0,1,"1","50 Below","Morning",NA
"E77204","No Urgent Place","Alone","Sunny",55,"6PM","Coffee House","2h","Male","26","Married partner",0,"Associates degree","Building & Grounds Cleaning & Maintenance","$37500 - $49999","","less1","less1","1~3","1~3","less1",1,0,0,0,1,"1","50 Below","Evening",NA
"E77346","Work","Alone","Sunny",80,"7AM","Restaurant(20-50)","1d","Male","26","Single",0,"Associates degree","Office & Administrative Support","$37500 - $49999","","4~8","less1","1~3","4~8","1~3",1,1,0,0,1,"1","50 Below","Morning",NA
"E77560","Work","Alone","Sunny",80,"7AM","Restaurant(20-50)","2h","Female","21","Single",0,"Some college - no degree","Student","$50000 - $62499","","never","never","never","gt8","less1",1,1,0,0,1,"0","50 Below","Morning",NA
"E77744","No Urgent Place","Friend(s)","Sunny",80,"10PM","Bar","1d","Male","36","Married partner",1,"Associates degree","Computer & Mathematical","$100000 or More","","never","less1","4~8","1~3","less1",1,1,0,0,1,"1","50 Below","Night",NA
"E78621","No Urgent Place","Partner","Sunny",80,"6PM","Bar","2h","Male","21","Unmarried partner",0,"Bachelors degree","Business & Financial","$75000 - $87499","","1~3","less1","4~8","1~3","1~3",1,1,0,0,1,"0","50 Below","Evening",NA
"E78883","Work","Alone","Sunny",55,"7AM","Bar","1d","Male","36","Single",0,"Bachelors degree","Business & Financial","$100000 or More","","less1","1~3","gt8","gt8","1~3",1,1,1,0,1,"0","50 Below","Morning",NA
"E79032","No Urgent Place","Partner","Sunny",80,"6PM","Bar","2h","Female","31","Married partner",0,"Some college - no degree","Unemployed","$50000 - $62499","","never","never","1~3","gt8","1~3",1,1,0,0,1,"0","50 Below","Evening",NA
"E79123","Work","Alone","Rainy",55,"7AM","Carry out & Take away","1d","Female","41","Married partner",1,"Graduate degree (Masters or Doctorate)","Management","$75000 - $87499","","less1","1~3","4~8","1~3","never",1,0,0,0,1,"1","50 Below","Morning",NA
"E79185","Home","Alone","Snowy",30,"10PM","Carry out & Take away","1d","Female","below21","Single",0,"Some college - no degree","Student","$100000 or More","","never","less1","1~3","1~3","1~3",1,1,1,0,1,"1","50 Below","Night",NA
"E79557","Work","Alone","Sunny",80,"7AM","Coffee House","1d","Female","26","Married partner",0,"Some college - no degree","Office & Administrative Support","$75000 - $87499","","never","never","1~3","4~8","less1",1,0,0,1,0,"0","50 Below","Morning",NA
"E80800","Work","Alone","Snowy",30,"7AM","Restaurant(20-50)","1d","Male","50plus","Married partner",1,"Associates degree","Retired","$37500 - $49999","","never","never","4~8","4~8","never",1,1,1,0,1,"0","50 Above","Morning",NA
"E81880","No Urgent Place","Alone","Snowy",30,"10AM","Restaurant(<20)","1d","Female","31","Single",0,"Bachelors degree","Education&Training&Library","$25000 - $37499","","less1","4~8","less1","4~8","1~3",1,1,0,0,1,"1","50 Below","Morning",NA
"E82630","No Urgent Place","Kid(s)","Rainy",55,"6PM","Carry out & Take away","2h","Female","41","Married partner",1,"Graduate degree (Masters or Doctorate)","Business & Financial","$75000 - $87499","","less1","1~3","gt8","4~8","less1",1,1,0,0,1,"1","50 Below","Evening",NA
"E82843","Work","Alone","Snowy",30,"7AM","Restaurant(20-50)","1d","Male","21","Single",0,"Bachelors degree","Management","$25000 - $37499","","4~8","never","4~8","gt8","1~3",1,1,1,0,1,"0","50 Below","Morning",NA
"E83318","No Urgent Place","Friend(s)","Sunny",80,"10PM","Coffee House","1d","Male","21","Single",0,"Bachelors degree","Protective Service","$25000 - $37499","","never","never","gt8","less1","less1",1,1,0,0,1,"1","50 Below","Night",NA
"E84086","No Urgent Place","Friend(s)","Sunny",80,"10AM","Coffee House","2h","Female","21","Unmarried partner",0,"Associates degree","Student","$75000 - $87499","","never","less1","1~3","1~3","less1",1,0,0,0,1,"1","50 Below","Morning",NA
"X85349","Home","Alone","Sunny",80,"6PM","Coffee House","1d","Female","21","Unmarried partner",0,"Bachelors degree","Student","$50000 - $62499","","less1","never","1~3","4~8","1~3",1,0,0,0,1,"0","50 Below","Evening",NA
"E85688","Work","Alone","Sunny",55,"7AM","Coffee House","1d","Female","26","Unmarried partner",0,"Associates degree","Office & Administrative Support","$12500 - $24999","","less1","1~3","1~3","1~3","1~3",1,1,0,0,1,"0","50 Below","Morning",NA
"E85890","No Urgent Place","Friend(s)","Sunny",55,"10PM","Bar","2h","Male","31","Married partner",1,"Some college - no degree","Protective Service","$100000 or More","","1~3","less1","4~8","1~3","4~8",1,1,0,0,1,"1","50 Below","Night",NA
"E86047","No Urgent Place","Friend(s)","Sunny",80,"2PM","Coffee House","2h","Female","50plus","Married partner",1,"Associates degree","Legal","$100000 or More","","less1","never","gt8","4~8","1~3",1,1,0,0,1,"0","50 Above","Afternoon",NA
"E87174","Home","Alone","Sunny",80,"6PM","Carry out & Take away","2h","Female","below21","Unmarried partner",1,"Some college - no degree","Education&Training&Library","$37500 - $49999","","never","gt8","gt8","gt8","less1",1,1,0,1,0,"1","50 Below","Evening",NA
"E87592","No Urgent Place","Friend(s)","Sunny",80,"2PM","Coffee House","2h","Female","31","Unmarried partner",0,"Some college - no degree","Office & Administrative Support","$75000 - $87499","","less1","1~3","gt8","4~8","1~3",1,1,0,0,1,"1","50 Below","Afternoon",NA
"E88724","Home","Alone","Sunny",30,"6PM","Carry out & Take away","1d","Male","31","Married partner",1,"Some college - no degree","Computer & Mathematical","$37500 - $49999","","never","never","1~3","1~3","1~3",1,0,0,0,1,"1","50 Below","Evening",NA
"E89103","Work","Alone","Sunny",80,"7AM","Coffee House","1d","Female","31","Married partner",0,"Some college - no degree","Arts Design Entertainment Sports & Media","$100000 or More","","less1","less1","gt8","4~8","less1",1,0,0,1,0,"1","50 Below","Morning",NA
"E89237","Home","Alone","Sunny",55,"6PM","Restaurant(20-50)","2h","Female","41","Single",1,"Associates degree","Sales & Related","$25000 - $37499","","less1","less1","4~8","4~8","1~3",1,1,0,0,1,"0","50 Below","Evening",NA
"E89904","Work","Alone","Sunny",80,"7AM","Carry out & Take away","1d","Female","46","Single",0,"Some college - no degree","Protective Service","$25000 - $37499","","1~3","never","4~8","1~3","1~3",1,1,1,0,1,"1","50 Below","Morning",NA
"E89994","No Urgent Place","Friend(s)","Sunny",80,"10PM","Coffee House","1d","Female","26","Unmarried partner",0,"Graduate degree (Masters or Doctorate)","Computer & Mathematical","$62500 - $74999","","1~3","less1","1~3","4~8","1~3",1,1,0,0,1,"0","50 Below","Night",NA
"E90617","Home","Alone","Sunny",80,"6PM","Restaurant(20-50)","1d","Female","41","Married partner",1,"Associates degree","Unemployed","$62500 - $74999","","less1","less1","less1","less1","less1",1,0,0,1,0,"0","50 Below","Evening",NA
"E92090","Work","Alone","Snowy",30,"7AM","Coffee House","1d","Male","31","Married partner",0,"Some college - no degree","Sales & Related","$50000 - $62499","","1~3","1~3","gt8","4~8","1~3",1,0,0,1,0,"1","50 Below","Morning",NA
"E92172","Home","Alone","Sunny",80,"6PM","Carry out & Take away","1d","Male","26","Married partner",1,"Bachelors degree","Computer & Mathematical","$50000 - $62499","","never","1~3","1~3","1~3","1~3",1,0,0,0,1,"1","50 Below","Evening",NA
"E92244","No Urgent Place","Friend(s)","Sunny",80,"2PM","Restaurant(20-50)","2h","Male","26","Married partner",1,"Bachelors degree","Computer & Mathematical","$37500 - $49999","","1~3","gt8","4~8","4~8","less1",1,1,0,0,1,"1","50 Below","Afternoon",NA
"E92411","Work","Alone","Sunny",55,"7AM","Coffee House","2h","Male","41","Married partner",1,"Graduate degree (Masters or Doctorate)","Architecture & Engineering","$100000 or More","","less1","1~3","1~3","gt8","never",1,1,0,0,1,"1","50 Below","Morning",NA
"E92625","Work","Alone","Sunny",80,"7AM","Carry out & Take away","2h","Male","50plus","Married partner",1,"Bachelors degree","Retired","$87500 - $99999","","never","never","less1","1~3","less1",1,0,0,1,0,"0","50 Above","Morning",NA
"E93111","Home","Partner","Sunny",30,"10PM","Bar","2h","Male","36","Married partner",1,"Associates degree","Computer & Mathematical","$100000 or More","","never","less1","4~8","1~3","less1",1,1,1,0,1,"0","50 Below","Night",NA
"E93231","No Urgent Place","Alone","Sunny",55,"6PM","Coffee House","2h","Female","41","Married partner",1,"Bachelors degree","Personal Care & Service","$100000 or More","","1~3","less1","less1","1~3","1~3",1,0,0,0,1,"0","50 Below","Evening",NA
"E94924","No Urgent Place","Friend(s)","Sunny",80,"2PM","Restaurant(20-50)","2h","Female","31","Unmarried partner",1,"Bachelors degree","Computer & Mathematical","$62500 - $74999","","never","4~8","4~8","gt8","4~8",1,1,0,0,1,"0","50 Below","Afternoon",NA
"E96241","No Urgent Place","Friend(s)","Sunny",80,"10PM","Bar","1d","Male","21","Single",0,"Some college - no degree","Student","Less than $12500","","less1","less1","less1","1~3","1~3",1,1,0,0,1,"1","50 Below","Night",NA
"E96749","Home","Alone","Sunny",80,"6PM","Coffee House","2h","Male","36","Unmarried partner",1,"Some college - no degree","Unemployed","$87500 - $99999","","1~3","less1","4~8","1~3","less1",1,0,0,0,1,"0","50 Below","Evening",NA
"E97175","No Urgent Place","Friend(s)","Sunny",55,"2PM","Carry out & Take away","1d","Male","50plus","Unmarried partner",1,"Bachelors degree","Personal Care & Service","$100000 or More","","gt8","never","1~3","4~8","1~3",1,1,0,0,1,"1","50 Above","Afternoon",NA
"E97448","No Urgent Place","Partner","Sunny",80,"2PM","Coffee House","2h","Female","31","Unmarried partner",1,"Bachelors degree","Sales & Related","$37500 - $49999","","1~3","less1","4~8","4~8","less1",1,0,0,0,1,"1","50 Below","Afternoon",NA
"E97623","Work","Alone","Snowy",30,"7AM","Bar","1d","Male","41","Divorced",1,"High School Graduate","Sales & Related","$12500 - $24999","","never","less1","less1","1~3","4~8",1,1,1,0,1,"0","50 Below","Morning",NA
"E98188","No Urgent Place","Friend(s)","Rainy",55,"10PM","Bar","2h","Male","31","Single",1,"Associates degree","Installation Maintenance & Repair","$37500 - $49999","","1~3","4~8","1~3","1~3","less1",1,1,0,0,1,"1","50 Below","Night",NA
"E98395","No Urgent Place","Friend(s)","Sunny",55,"2PM","Carry out & Take away","1d","Male","36","Married partner",0,"Associates degree","Protective Service","$100000 or More","","4~8","never","4~8","4~8","1~3",1,1,0,0,1,"1","50 Below","Afternoon",NA
"E98418","No Urgent Place","Friend(s)","Sunny",80,"6PM","Coffee House","1d","Male","21","Single",0,"Bachelors degree","Unemployed","$50000 - $62499","","less1","1~3","1~3","less1","less1",1,0,0,0,1,"1","50 Below","Evening",NA
"E98986","No Urgent Place","Partner","Sunny",80,"2PM","Restaurant(20-50)","1d","Female","26","Unmarried partner",0,"Bachelors degree","Community & Social Services","$37500 - $49999","","less1","never","1~3","less1","never",1,0,0,0,1,"0","50 Below","Afternoon",NA
"E99304","No Urgent Place","Friend(s)","Sunny",30,"10AM","Carry out & Take away","2h","Female","21","Married partner",1,"Associates degree","Unemployed","$50000 - $62499","","never","1~3","1~3","1~3","1~3",1,0,0,0,1,"1","50 Below","Morning",NA
"F00327","No Urgent Place","Partner","Sunny",80,"10AM","Coffee House","1d","Female","26","Single",0,"Bachelors degree","Unemployed","$25000 - $37499","","never","less1","1~3","4~8","never",1,1,0,0,1,"0","50 Below","Morning",NA
"F00653","No Urgent Place","Friend(s)","Sunny",80,"10AM","Carry out & Take away","2h","Male","46","Married partner",1,"Graduate degree (Masters or Doctorate)","Management","$87500 - $99999","","less1","1~3","1~3","less1","1~3",1,1,0,0,1,"1","50 Below","Morning",NA
"F01392","No Urgent Place","Partner","Rainy",55,"2PM","Restaurant(<20)","2h","Male","26","Married partner",0,"Bachelors degree","Education&Training&Library","$37500 - $49999","","never","Unknown","1~3","1~3","less1",1,1,0,0,1,"1","50 Below","Afternoon",NA
"F01668","No Urgent Place","Partner","Sunny",55,"2PM","Bar","1d","Female","21","Married partner",0,"High School Graduate","Office & Administrative Support","$12500 - $24999","","never","never","4~8","1~3","less1",1,0,0,0,1,"0","50 Below","Afternoon",NA
"F01822","No Urgent Place","Partner","Sunny",80,"2PM","Coffee House","2h","Female","26","Unmarried partner",0,"Bachelors degree","Education&Training&Library","$50000 - $62499","","1~3","1~3","1~3","1~3","1~3",1,0,0,0,1,"1","50 Below","Afternoon",NA
"F02199","No Urgent Place","Alone","Rainy",55,"10AM","Coffee House","1d","Female","21","Married partner",1,"Associates degree","Unemployed","$50000 - $62499","","never","1~3","1~3","1~3","1~3",1,1,0,0,1,"1","50 Below","Morning",NA
"F02517","No Urgent Place","Kid(s)","Sunny",55,"2PM","Restaurant(<20)","1d","Female","41","Married partner",1,"Associates degree","Unemployed","$75000 - $87499","","never","less1","4~8","1~3","less1",1,1,0,0,1,"1","50 Below","Afternoon",NA
"F03256","No Urgent Place","Friend(s)","Sunny",80,"10AM","Coffee House","2h","Female","36","Married partner",1,"Graduate degree (Masters or Doctorate)","Business & Financial","$100000 or More","","never","4~8","1~3","4~8","1~3",1,0,0,0,1,"1","50 Below","Morning",NA
"F03876","No Urgent Place","Friend(s)","Snowy",30,"10PM","Carry out & Take away","1d","Male","26","Single",0,"Bachelors degree","Business & Financial","$100000 or More","","4~8","1~3","less1","1~3","less1",1,1,0,0,1,"1","50 Below","Night",NA
"F03880","Home","Alone","Sunny",55,"6PM","Restaurant(20-50)","1d","Female","31","Divorced",1,"Some college - no degree","Food Preparation & Serving Related","$12500 - $24999","","1~3","never","4~8","less1","less1",1,1,0,0,1,"1","50 Below","Evening",NA
"F04513","No Urgent Place","Friend(s)","Snowy",30,"10AM","Carry out & Take away","1d","Male","26","Single",0,"Some college - no degree","Transportation & Material Moving","$62500 - $74999","","4~8","less1","gt8","4~8","less1",1,1,0,0,1,"1","50 Below","Morning",NA
"F04554","Home","Alone","Sunny",80,"6PM","Coffee House","1d","Male","41","Divorced",1,"Associates degree","Arts Design Entertainment Sports & Media","$12500 - $24999","","4~8","4~8","1~3","1~3","less1",1,0,0,1,0,"1","50 Below","Evening",NA
"F04932","Home","Alone","Sunny",80,"10PM","Restaurant(20-50)","1d","Male","36","Single",0,"Some college - no degree","Business & Financial","$37500 - $49999","","never","less1","gt8","gt8","never",1,1,0,0,1,"1","50 Below","Night",NA
"F04948","Work","Alone","Sunny",80,"7AM","Carry out & Take away","2h","Male","50plus","Married partner",1,"Associates degree","Management","$12500 - $24999","","4~8","4~8","4~8","gt8","gt8",1,0,0,1,0,"1","50 Above","Morning",NA
"F05060","No Urgent Place","Friend(s)","Sunny",80,"10PM","Bar","1d","Female","21","Married partner",0,"Some college - no degree","Healthcare Support","$12500 - $24999","","less1","1~3","1~3","1~3","less1",1,1,0,0,1,"1","50 Below","Night",NA
"F05341","Work","Alone","Sunny",55,"7AM","Coffee House","2h","Male","26","Single",0,"High School Graduate","Sales & Related","$12500 - $24999","","never","never","4~8","1~3","never",1,1,0,0,1,"0","50 Below","Morning",NA
"F05424","No Urgent Place","Friend(s)","Sunny",80,"2PM","Coffee House","1d","Male","21","Single",0,"Some college - no degree","Student","$12500 - $24999","","less1","never","less1","less1","less1",1,0,0,0,1,"0","50 Below","Afternoon",NA
"F05866","Work","Alone","Sunny",55,"7AM","Coffee House","1d","Male","21","Unmarried partner",0,"Some college - no degree","Food Preparation & Serving Related","$12500 - $24999","","1~3","less1","1~3","1~3","never",1,1,0,0,1,"0","50 Below","Morning",NA
"F06061","No Urgent Place","Friend(s)","Sunny",30,"10PM","Restaurant(<20)","2h","Female","26","Single",0,"Some college - no degree","Healthcare Support","$37500 - $49999","","never","less1","1~3","gt8","gt8",1,0,0,0,1,"1","50 Below","Night",NA
"F06174","Home","Alone","Sunny",55,"6PM","Restaurant(20-50)","1d","Female","31","Unmarried partner",1,"Associates degree","Education&Training&Library","$50000 - $62499","","never","never","4~8","Unknown","never",1,1,0,0,1,"0","50 Below","Evening",NA
"F06395","Home","Alone","Sunny",80,"6PM","Restaurant(20-50)","1d","Female","21","Unmarried partner",0,"Some college - no degree","Unemployed","$87500 - $99999","","1~3","gt8","4~8","4~8","less1",1,0,0,1,0,"1","50 Below","Evening",NA
"F06685","No Urgent Place","Kid(s)","Sunny",80,"10AM","Bar","1d","Male","50plus","Unmarried partner",1,"Bachelors degree","Personal Care & Service","$100000 or More","","gt8","never","1~3","4~8","1~3",1,1,0,0,1,"1","50 Above","Morning",NA
"F07526","Work","Alone","Sunny",80,"7AM","Restaurant(<20)","1d","Female","36","Unmarried partner",0,"Associates degree","Unemployed","$75000 - $87499","","never","never","gt8","gt8","1~3",1,0,0,1,0,"1","50 Below","Morning",NA
"F07565","Work","Alone","Sunny",80,"7AM","Carry out & Take away","2h","Female","26","Single",0,"Some college - no degree","Office & Administrative Support","$37500 - $49999","","4~8","4~8","4~8","4~8","less1",1,0,0,1,0,"1","50 Below","Morning",NA
"F07629","No Urgent Place","Friend(s)","Sunny",30,"10PM","Coffee House","1d","Male","26","Unmarried partner",1,"Some college - no degree","Transportation & Material Moving","$12500 - $24999","","1~3","4~8","1~3","4~8","less1",1,0,0,0,1,"1","50 Below","Night",NA
